clusterId,workingConceptName,candidateCount,distinctSourceCount,sources,confidence,ingredientSimilarity,techniqueSimilarity,structuralSimilarity,synthesisCandidate,blockReason
"dcluster_34fda25d3da2d6461eec9019","Сырный крем суп","1","1","1000menu","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b2ffa5cdf407db88bf2daaf5","ПП суп-пюре из брокколи","1","1","1000menu","0.88","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a439fc4bd761700686411b26","Суп-крем из кабачков со сливками","1","1","1000menu","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a12ca611d82664f0d24c633d","Тыквенный суп пюре с креветками","1","1","1000menu","0.864","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8ce70905962a81210b3c3997","Рассольник классический с перловкой и солеными огурцами","1","1","1000menu","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6bd98c775e3965e54d46e7ad","Солянка с капустой и грибами на зиму в банки","1","1","1000menu","0.882909","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_31e24ea67b4d0437a5315d23","Солянка сборная мясная классическая","2","2","1000menu|russianfood","0.825579","1","1","1","false","BLOCKED_INGREDIENT_IDENTITY"
"dcluster_d0e8ab0a79bfc2867fa24521","Шурпа в казане на костре из говядины","1","1","1000menu","0.843429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f9eabc7852d77e7400756310","Костный говяжий бульон","1","1","1000menu","0.922769","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_d3973208bdc18f31a797afb3","Классический борщ с мясом говядины и свинины","1","1","1000menu","0.943765","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6e5245d7ad0ff5db0075c6bb","Творожная запеканка с манкой и сметаной","6","2","1000menu|russianfood","0.925905","1","1","1","true","BLOCKED_CONFLICT"
"dcluster_c6827c661356506860bb6aad","Творожная запеканка ПП без муки и манки в духовке","1","1","1000menu","0.932","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_303bb91517114191317262fb","Классическая запеканка из творога с изюмом в духовке","1","1","1000menu","0.954222","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3209fedecc0969295b2e056c","Творожно тыквенная запеканка в духовке","1","1","1000menu","0.972","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_dadf7d727e36e9dc6b626352","Запеканка из кабачков с фаршем в духовке","2","2","1000menu|russianfood","0.851949","1","1","1","false","BLOCKED_CONFLICT"
"dcluster_a6ae894cad5e3444433820c5","Запеканка из кабачков и помидоров с сыром в духовке","1","1","1000menu","0.926286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_86c92c58525c10c6fd4dfa8e","Запеканка из яиц в духовке","1","1","1000menu","0.908","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_2706f0ed1b66610991958155","Запеканка картофель с фаршем и помидорами в духовке","1","1","1000menu","0.924","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_affd753d4a15e87b534e90e6","Простая запеканка из яиц в духовке с сыром","2","2","1000menu|iamcook","0.930667","1","1","1","false","BLOCKED_INGREDIENT_IDENTITY"
"dcluster_debfa1e7f6da282a21155820","Каша пшенная в кастрюле на молоке","6","2","1000menu|russianfood","0.862317","1","1","1","true","BLOCKED_CONFLICT"
"dcluster_e664b698b1925410a7658355","Гречка по-купечески с фаршем","1","1","iamcook","0.843429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_373bb4326fab32d1fd0f4cf4","Сырники без яиц с манкой","6","2","iamcook|russianfood","0.764476","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_12afa6ee6073628cbde23297","Омлет как в детском саду","1","1","iamcook","0.892","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f6bbed3cbfbf08e1cf20eb5d","Кольца кальмара в кляре","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_2c7a97bd8d3d6cebd333ce91","Котлеты «Школьные»","1","1","iamcook","0.834857","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_90f6ca915915b4045ded54f7","Гречка с овощами в духовке","1","1","iamcook","0.94","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7f8a3c5cbd2cf72b64264e79","Пышные сырники с манкой","5","2","iamcook|russianfood","0.841334","1","1","1","true","PRODUCT_SELECTION_PENDING"
"dcluster_4c3f236618046a3c8c5173be","Испанский омлет «Tortilla De Patatas»","1","1","iamcook","0.913818","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7d346ca97c5822590f532ff4","Кальмары по-китайски","1","1","iamcook","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8dac56c4e1cdb419dd2e2dca","Куриные котлеты для детей","1","1","iamcook","0.918667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8f18d9da61a457b0dfa6bccb","Гречка по-купечески в мультиварке с курицей","1","1","iamcook","0.894222","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ac20f06d879375dcfc73f621","Французский омлет с кабачками","1","1","iamcook","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e42b45eb3ef9669c22caff0f","Паста с кальмарами и болгарским перцем","1","1","iamcook","0.894222","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_597722fb3d0fc638d2f07a2c","Котлеты из кабачков","1","1","iamcook","0.838154","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_d522457cb23797cc07bb6210","Куриное филе с гречкой в духовке","1","1","iamcook","0.932","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f6140593b467f44418c5de2b","Омлет с мексиканской овощной смесью","1","1","iamcook","0.88","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_960e48defa2a158392f873a4","Кальмар-гриль по-корейски (ojingeo tonggui)","1","1","iamcook","0.848","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_98b848b20e33248eaca05f9e","Морковные котлеты как в детском саду","1","1","iamcook","0.932","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_27f6e7b2cc5fd60bf60bdc19","Гречка с куриным филе в мультиварке","1","1","iamcook","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_14b72218db9b4dfc636e987b","Сырники с изюмом в духовке","1","1","iamcook","0.94","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3a8843975464d207365ff635","Мидии в сливочно-чесночном соусе","1","1","iamcook","0.843429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_31fefa5cbee0b8b674c17650","Вегетарианские котлеты из нута","1","1","iamcook","0.882909","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_0583b143d808a1483bdae827","Куриные ножки с гречкой в духовке","1","1","iamcook","0.952","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_93eeaa0ceb90977a0778ae80","Сырники в силиконовой форме (в духовке)","1","1","iamcook","0.972","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_52c1769970256c19826ad46a","Омлет Пуляр","1","1","iamcook","0.858667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_13caba198954192b4cfe8245","Кальмары фаршированные рисом и яйцом","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_16eb3f370711ead01519b8a2","Котлеты из чечевицы (постные)","1","1","iamcook","0.772","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4038717bb6c248c908d63952","Постные котлеты из гречки с грибами","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_9fdc015e273d8bf45d0f508f","Диетические сырники с бананом без муки и сахара в духовке (ПП)","1","1","iamcook","0.972","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_1e8d9e3d7a164fa68828460f","Омлет со шпинатом и зеленым горошком","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8518026c05e2a8abcab05e76","Жюльен с креветками","1","1","iamcook","0.812","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3de347e823f55b1709dbff5b","Котлеты из филе индейки в духовке","1","1","iamcook","0.932","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_094793bdb065d646eba1dfe1","Гречка с куриным филе","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8647c1537155cda325a31d6b","Сырники клубничные","1","1","iamcook","0.823111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_511846cd02d8f9bde71935dc","Керан мари (корейский омлет)","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_829d91f1856ec28ced19a8f0","Запеченные роллы с крабовыми палочками","1","1","iamcook","0.839273","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_0167ef27b9d862f1c7c61029","Сырники с кукурузной мукой","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f8e18cb683cc61796e7f0b37","Омлет с бататом","2","2","iamcook|russianfood","0.824","1","1","1","false","BLOCKED_INGREDIENT_IDENTITY"
"dcluster_1e108605894281026ae36af7","Фунчоза с креветками","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_a9c777a0c3bc5c4ee388dd9a","Котлеты из тыквы","1","1","iamcook","0.870182","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_57f8ccd805414b080d42da13","Гречка с кефиром для похудения","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_14cd185667d67e975bb432ea","Сырники с зеленью","1","1","iamcook","0.769778","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_14016952e151b798542a932c","Яичная запеканка как в детском саду","1","1","iamcook","0.94","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c637e3df11a7e8d4ccbc1c7a","Кальмары в сметанном соусе","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7c3edb517b830dcce2e359b3","Котлеты из консервы сайры с рисом","1","1","iamcook","0.839273","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e29f51359c0a6ff9a5f909f2","Гречка с говядиной в духовке","1","1","iamcook","0.942909","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4c0498ac8802df9b641c568f","Запеканка из цветной капусты с ветчиной","1","1","iamcook","0.924","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e2e9403f907cd41f8c378116","Кальмары в сливочном соусе","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7292ee43f37c706b9d93883d","Котлеты рубленые из куриной грудки с майонезом","1","1","iamcook","0.866286","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4b82c2e28984cd05e1eefa93","Гречка с тыквой","1","1","iamcook","0.824727","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_175c110ab1ac68cef5ecaae7","Сырники из творожной массы с изюмом","1","1","iamcook","0.912","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_aaf25cb9d957c580b49ba4cc","Рулет из сырного омлета с начинкой","1","1","iamcook","0.908","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bb54e5bf9178ba0bac5b4530","Жареные креветки в кокосовой стружке","1","1","iamcook","0.852","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3c66ff333651aea64a35a858","Запеченная рыба по-гречески, под соусом из помидоров","1","1","russianfood","0.792","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c66635baf304cc16d3f006c2","Омлет на молоке","1","1","russianfood","0.732","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_80d30585e9a3744c3caeab7e","Яичные конвертики с сыром и ветчиной","1","1","russianfood","0.743429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4c0c6a8625427683fa5b7db6","Тосканский суп с фаршем","1","1","russianfood","0.726667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4a3f96459174e77495c61264","Минтай, тушенный в сметане","1","1","russianfood","0.723111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e7315bc7980014735e2d344a","Омлет классический","1","1","russianfood","0.812","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b058e889bb37f1994df18f63","Яичный конвертик с сыром","1","1","russianfood","0.697714","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_f6b6d83aa0375dcb67fd3282","Суп «Харчо»","1","1","russianfood","0.764","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bac7e3f191dd64bdb7b3b663","Рыба, запечённая с картошкой в духовке","1","1","russianfood","0.760696","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8463bc6e63c1ad715d832179","Буберт","1","1","russianfood","0.743429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ac89c0a2a820db20c02540ff","Запеканка мясная ""Сытная""","1","1","russianfood","0.824","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_88484c05acd09c1a82e83d8a","Омлет смешанный","1","1","russianfood","0.748","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e85af217e36caeea8131dbdb","Чирбули (яичница по-грузински)","1","1","russianfood","0.732","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bf2f9208455db3d21b69a99d","Сырный суп с копчёными колбасками, картофелем и рисом","1","1","russianfood","0.743429","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_052a4ed24537540dc760f919","Рыбное филе в сырном кляре","1","1","russianfood","0.732","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6bc490a33aa670f398ca6886","Сырники классические","1","1","russianfood","0.758667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_59229de85a289034e14c5d09","Рис с баклажанами","1","1","russianfood","0.732","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_1333539fc586ced1ccaa15be","Шулюм из говядины с овощами","1","1","russianfood","0.716","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_35cfc33ac7dd6a0d58ba7e16","Минтай, тушенный в молочно-чесночном соусе","1","1","russianfood","0.740889","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_4b9d165eb1c467dbb14a7a85","Пшённые биточки с грибами","1","1","russianfood","0.720571","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_bc1b29534a7dc4e6bf1a6ebd","Картофельная запеканка с фаршем и сыром","1","1","russianfood","0.829333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_0212345accaed2391ea80cb0","Ленивая пицца на сковороде, с помидорами, сыром и яичницей","1","1","russianfood","0.682","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_7f12614fc0d209cac3cfe082","Суп-гуляш с фасолью","1","1","russianfood","0.713538","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ffdcefcc8e9ae3f2487ad3cb","Минтай, запечённый с брокколи и сливочно-сырным соусом","1","1","russianfood","0.808","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_72062b8c8d51f561db003879","Гречневая каша с капустой и яйцами (в духовке)","1","1","russianfood","0.84","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_73ef9e5f955b16d54f1dbfe1","Запеканка из макарон с курицей и помидорами","1","1","russianfood","0.808","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8cfb365feb4ed73da6889b8b","Омлет с колбасой, сыром и зелёным луком","1","1","russianfood","0.776444","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b32c2794785f90eb6ff77ab5","Гренки с яйцом","1","1","russianfood","0.748","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_630122ba6393789275374333","Куриный суп с лапшой удон и варёными яйцами","1","1","russianfood","0.762769","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_6a86ac8247d358a079469702","Каша ""Монастырская""","1","1","russianfood","0.776444","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_364eb6b77136204f6721a607","Легкая запеканка из кабачков","1","1","russianfood","0.824","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_9ddf2cbefd4b582529419622","Омлет ""Вкус настоящего детства"" (в духовке)","1","1","russianfood","0.832","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_82f87c108fcb59229bf95412","Макароны с луком и яйцом в томатном соусе (на сковороде)","1","1","russianfood","0.705333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_ae717ff5f969c5c612f6b5ea","Суп мампар","1","1","russianfood","0.767556","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b0af572be3bdd3593a80d641","Рыба в кабачке","1","1","russianfood","0.761231","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_1f91b9ae7d984a7701e0acf7","Тортилья (картофельная запеканка по-испански)","1","1","russianfood","0.758667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_c379e41be3f2a59b19b77552","Быстрый рыбный пирог","1","1","russianfood","0.818667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b50b5b72b81e671c45b8cafa","Сырники на завтрак","1","1","russianfood","0.812","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_d6b01a0cec993344cc7eb686","Запеканка из картофеля и мясного фарша","1","1","russianfood","0.723111","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_99b98ea88a6c1f9599c7540c","Шакшука","1","1","russianfood","0.752","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_e5e38f802601e30108c18851","Куриный суп с клёцками","1","1","russianfood","0.758667","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_08cc2fb507bbb6fab3b4a0a4","Айсбайн","1","1","wikibooks","0.812","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_8306d49c73918e31c29d1d4f","Английский крем","1","1","wikibooks","0.652","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_27e6292293c023030d07b738","Анко","1","1","wikibooks","0.705333","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_3d147a3f0d6a59d9c3c62c44","Аншуад","1","1","wikibooks","0.674857","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
"dcluster_b9bce6a36f4561edb8465f27","Арахисовое рагу","1","1","wikibooks","0.652","1","1","1","false","BLOCKED_CLUSTER_CONFIDENCE"
